# * STATIC * 
#
# file generated by ** cup.H ** 
#
# PARAMETERS: 
# G = 0.114758
# a drude model was used for silver
# ------------- 
# ome (eV)	real(alph)	imag(alph)
#
  2.28064 	-13.5099   	0.334465   
  2.28076 	-13.4793   	0.336215   
  2.28088 	-13.4489   	0.337946   
  2.281   	-13.4186   	0.339658   
  2.28112 	-13.3885   	0.341352   
  2.28124 	-13.3585   	0.343027   
  2.28136 	-13.3286   	0.344683   
  2.28148 	-13.2989   	0.346321   
  2.2816  	-13.2693   	0.347941   
  2.28172 	-13.2399   	0.349544   
  2.28184 	-13.2106   	0.351128   
  2.28196 	-13.1814   	0.352695   
  2.28208 	-13.1523   	0.354245   
  2.2822  	-13.1234   	0.355777   
  2.28232 	-13.0946   	0.357292   
  2.28244 	-13.066    	0.358791   
  2.28256 	-13.0374   	0.360272   
  2.28268 	-13.009    	0.361737   
  2.2828  	-12.9808   	0.363186   
  2.28292 	-12.9526   	0.364618   
  2.28304 	-12.9246   	0.366034   
  2.28316 	-12.8967   	0.367434   
  2.28328 	-12.8689   	0.368818   
  2.2834  	-12.8413   	0.370186   
  2.28352 	-12.8137   	0.371539   
  2.28364 	-12.7863   	0.372877   
  2.28376 	-12.759    	0.374199   
  2.28388 	-12.7319   	0.375506   
  2.284   	-12.7048   	0.376798   
  2.28412 	-12.6779   	0.378075   
  2.28424 	-12.6511   	0.379337   
  2.28436 	-12.6244   	0.380585   
  2.28448 	-12.5978   	0.381818   
  2.2846  	-12.5713   	0.383037   
  2.28472 	-12.545    	0.384242   
  2.28484 	-12.5187   	0.385432   
  2.28496 	-12.4926   	0.386609   
  2.28508 	-12.4666   	0.387772   
  2.2852  	-12.4407   	0.388921   
  2.28532 	-12.4149   	0.390056   
  2.28544 	-12.3892   	0.391178   
  2.28556 	-12.3636   	0.392287   
  2.28568 	-12.3382   	0.393382   
  2.2858  	-12.3128   	0.394465   
  2.28592 	-12.2875   	0.395534   
  2.28604 	-12.2624   	0.39659    
  2.28616 	-12.2374   	0.397634   
  2.28628 	-12.2124   	0.398665   
  2.2864  	-12.1876   	0.399683   
  2.28652 	-12.1629   	0.400689   
  2.28664 	-12.1382   	0.401683   
  2.28676 	-12.1137   	0.402664   
  2.28688 	-12.0893   	0.403634   
  2.287   	-12.065    	0.404591   
  2.28712 	-12.0407   	0.405536   
  2.28724 	-12.0166   	0.40647    
  2.28736 	-11.9926   	0.407392   
  2.28748 	-11.9687   	0.408302   
  2.2876  	-11.9449   	0.409201   
  2.28772 	-11.9211   	0.410089   
  2.28784 	-11.8975   	0.410965   
  2.28796 	-11.874    	0.41183    
  2.28808 	-11.8505   	0.412684   
  2.2882  	-11.8272   	0.413527   
  2.28832 	-11.8039   	0.414359   
  2.28844 	-11.7808   	0.41518    
  2.28856 	-11.7577   	0.415991   
  2.28868 	-11.7347   	0.416791   
  2.2888  	-11.7118   	0.41758    
  2.28892 	-11.6891   	0.418359   
  2.28904 	-11.6664   	0.419128   
  2.28916 	-11.6437   	0.419886   
  2.28928 	-11.6212   	0.420635   
  2.2894  	-11.5988   	0.421373   
  2.28952 	-11.5765   	0.422101   
  2.28964 	-11.5542   	0.422819   
  2.28976 	-11.532    	0.423528   
  2.28988 	-11.51     	0.424227   
  2.29    	-11.488    	0.424916   
  2.29012 	-11.4661   	0.425595   
  2.29024 	-11.4442   	0.426265   
  2.29036 	-11.4225   	0.426926   
  2.29048 	-11.4009   	0.427577   
  2.2906  	-11.3793   	0.42822    
  2.29072 	-11.3578   	0.428853   
  2.29084 	-11.3364   	0.429476   
  2.29096 	-11.3151   	0.430091   
  2.29108 	-11.2939   	0.430697   
  2.2912  	-11.2727   	0.431294   
  2.29132 	-11.2516   	0.431883   
  2.29144 	-11.2306   	0.432462   
  2.29156 	-11.2097   	0.433034   
  2.29168 	-11.1889   	0.433596   
  2.2918  	-11.1681   	0.43415    
  2.29192 	-11.1475   	0.434696   
  2.29204 	-11.1269   	0.435233   
  2.29216 	-11.1063   	0.435762   
  2.29228 	-11.0859   	0.436283   
  2.2924  	-11.0655   	0.436796   
  2.29252 	-11.0452   	0.4373     
  2.29264 	-11.025    	0.437797   
  2.29276 	-11.0049   	0.438286   
  2.29288 	-10.9848   	0.438767   
  2.293   	-10.9648   	0.43924    
  2.29312 	-10.9449   	0.439705   
  2.29324 	-10.9251   	0.440163   
  2.29336 	-10.9053   	0.440613   
  2.29348 	-10.8856   	0.441056   
  2.2936  	-10.866    	0.441491   
  2.29372 	-10.8464   	0.441919   
  2.29384 	-10.827    	0.44234    
  2.29396 	-10.8076   	0.442753   
  2.29408 	-10.7882   	0.443159   
  2.2942  	-10.7689   	0.443558   
  2.29432 	-10.7498   	0.44395    
  2.29444 	-10.7306   	0.444335   
  2.29456 	-10.7116   	0.444713   
  2.29468 	-10.6926   	0.445084   
  2.2948  	-10.6737   	0.445448   
  2.29492 	-10.6548   	0.445805   
  2.29504 	-10.636    	0.446156   
  2.29516 	-10.6173   	0.4465     
  2.29528 	-10.5987   	0.446837   
  2.2954  	-10.5801   	0.447168   
  2.29552 	-10.5616   	0.447492   
  2.29564 	-10.5431   	0.44781    
  2.29576 	-10.5247   	0.448121   
  2.29588 	-10.5064   	0.448426   
  2.296   	-10.4882   	0.448725   
  2.29612 	-10.47     	0.449017   
  2.29624 	-10.4518   	0.449304   
  2.29636 	-10.4338   	0.449584   
  2.29648 	-10.4158   	0.449858   
  2.2966  	-10.3979   	0.450126   
  2.29672 	-10.38     	0.450388   
  2.29684 	-10.3622   	0.450644   
  2.29696 	-10.3444   	0.450895   
  2.29708 	-10.3267   	0.451139   
  2.2972  	-10.3091   	0.451378   
  2.29732 	-10.2915   	0.451611   
  2.29744 	-10.274    	0.451838   
  2.29756 	-10.2566   	0.45206    
  2.29768 	-10.2392   	0.452276   
  2.2978  	-10.2219   	0.452487   
  2.29792 	-10.2046   	0.452692   
  2.29804 	-10.1874   	0.452891   
  2.29816 	-10.1703   	0.453085   
  2.29828 	-10.1532   	0.453274   
  2.2984  	-10.1362   	0.453458   
  2.29852 	-10.1192   	0.453636   
  2.29864 	-10.1023   	0.453809   
  2.29876 	-10.0854   	0.453977   
  2.29888 	-10.0686   	0.45414    
  2.299   	-10.0519   	0.454298   
  2.29912 	-10.0352   	0.45445    
  2.29924 	-10.0186   	0.454598   
  2.29936 	-10.002    	0.454741   
  2.29948 	-9.98548   	0.454878   
  2.2996  	-9.96901   	0.455011   
  2.29972 	-9.95261   	0.455139   
  2.29984 	-9.93625   	0.455262   
  2.29996 	-9.91995   	0.455381   
  2.30008 	-9.90371   	0.455495   
  2.3002  	-9.88752   	0.455604   
  2.30032 	-9.87138   	0.455708   
  2.30044 	-9.8553    	0.455808   
  2.30056 	-9.83927   	0.455903   
  2.30068 	-9.82329   	0.455994   
  2.3008  	-9.80736   	0.456081   
  2.30092 	-9.79149   	0.456162   
  2.30104 	-9.77567   	0.45624    
  2.30116 	-9.7599    	0.456313   
  2.30128 	-9.74418   	0.456382   
  2.3014  	-9.72851   	0.456446   
  2.30152 	-9.71289   	0.456506   
  2.30164 	-9.69733   	0.456562   
  2.30176 	-9.68181   	0.456614   
  2.30188 	-9.66634   	0.456662   
  2.302   	-9.65093   	0.456705   
  2.30212 	-9.63556   	0.456745   
  2.30224 	-9.62025   	0.45678    
  2.30236 	-9.60498   	0.456812   
  2.30248 	-9.58976   	0.456839   
  2.3026  	-9.57459   	0.456863   
  2.30272 	-9.55947   	0.456882   
  2.30284 	-9.54439   	0.456898   
  2.30296 	-9.52937   	0.45691    
  2.30308 	-9.51439   	0.456918   
  2.3032  	-9.49946   	0.456922   
  2.30332 	-9.48458   	0.456923   
  2.30344 	-9.46974   	0.456919   
  2.30356 	-9.45495   	0.456913   
  2.30368 	-9.44021   	0.456902   
  2.3038  	-9.42551   	0.456888   
  2.30392 	-9.41086   	0.45687    
  2.30404 	-9.39625   	0.456849   
  2.30416 	-9.38169   	0.456824   
  2.30428 	-9.36718   	0.456796   
  2.3044  	-9.35271   	0.456764   
  2.30452 	-9.33829   	0.456729   
  2.30464 	-9.32391   	0.45669    
  2.30476 	-9.30957   	0.456648   
  2.30488 	-9.29528   	0.456603   
  2.305   	-9.28104   	0.456554   
  2.30512 	-9.26683   	0.456502   
  2.30524 	-9.25268   	0.456447   
  2.30536 	-9.23856   	0.456388   
  2.30548 	-9.22449   	0.456327   
  2.3056  	-9.21046   	0.456262   
  2.30572 	-9.19647   	0.456194   
  2.30584 	-9.18253   	0.456123   
  2.30596 	-9.16863   	0.456049   
  2.30608 	-9.15477   	0.455971   
  2.3062  	-9.14095   	0.455891   
  2.30632 	-9.12718   	0.455808   
  2.30644 	-9.11345   	0.455721   
  2.30656 	-9.09975   	0.455632   
  2.30668 	-9.0861    	0.45554    
  2.3068  	-9.07249   	0.455445   
  2.30692 	-9.05893   	0.455347   
  2.30704 	-9.0454    	0.455246   
  2.30716 	-9.03191   	0.455142   
  2.30728 	-9.01846   	0.455035   
  2.3074  	-9.00506   	0.454926   
  2.30752 	-8.99169   	0.454814   
  2.30764 	-8.97836   	0.454699   
  2.30776 	-8.96507   	0.454581   
  2.30788 	-8.95183   	0.454461   
  2.308   	-8.93862   	0.454338   
  2.30812 	-8.92545   	0.454213   
  2.30824 	-8.91231   	0.454084   
  2.30836 	-8.89922   	0.453954   
  2.30848 	-8.88617   	0.45382    
  2.3086  	-8.87315   	0.453684   
  2.30872 	-8.86017   	0.453546   
  2.30884 	-8.84723   	0.453405   
  2.30896 	-8.83433   	0.453261   
  2.30908 	-8.82147   	0.453115   
  2.3092  	-8.80864   	0.452967   
  2.30932 	-8.79585   	0.452816   
  2.30944 	-8.7831    	0.452663   
  2.30956 	-8.77038   	0.452508   
  2.30968 	-8.7577    	0.45235    
  2.3098  	-8.74506   	0.452189   
  2.30992 	-8.73245   	0.452027   
  2.31004 	-8.71988   	0.451862   
  2.31016 	-8.70735   	0.451695   
  2.31028 	-8.69485   	0.451526   
  2.3104  	-8.68239   	0.451354   
  2.31052 	-8.66996   	0.45118    
  2.31064 	-8.65757   	0.451004   
  2.31076 	-8.64521   	0.450826   
  2.31088 	-8.63289   	0.450646   
  2.311   	-8.62061   	0.450463   
  2.31112 	-8.60836   	0.450278   
  2.31124 	-8.59614   	0.450092   
  2.31136 	-8.58396   	0.449903   
  2.31148 	-8.57181   	0.449712   
  2.3116  	-8.5597    	0.449519   
  2.31172 	-8.54762   	0.449324   
  2.31184 	-8.53557   	0.449128   
  2.31196 	-8.52356   	0.448929   
  2.31208 	-8.51159   	0.448728   
  2.3122  	-8.49964   	0.448525   
  2.31232 	-8.48773   	0.448321   
  2.31244 	-8.47585   	0.448114   
  2.31256 	-8.46401   	0.447905   
  2.31268 	-8.4522    	0.447695   
  2.3128  	-8.44042   	0.447483   
  2.31292 	-8.42867   	0.447269   
  2.31304 	-8.41696   	0.447053   
  2.31316 	-8.40527   	0.446835   
  2.31328 	-8.39362   	0.446616   
  2.3134  	-8.38201   	0.446394   
  2.31352 	-8.37042   	0.446171   
  2.31364 	-8.35887   	0.445947   
  2.31376 	-8.34735   	0.44572    
  2.31388 	-8.33585   	0.445492   
  2.314   	-8.3244    	0.445262   
  2.31412 	-8.31297   	0.445031   
  2.31424 	-8.30157   	0.444797   
  2.31436 	-8.2902    	0.444563   
  2.31448 	-8.27887   	0.444326   
  2.3146  	-8.26757   	0.444088   
  2.31472 	-8.25629   	0.443848   
  2.31484 	-8.24505   	0.443607   
  2.31496 	-8.23383   	0.443364   
  2.31508 	-8.22265   	0.44312    
  2.3152  	-8.2115    	0.442874   
  2.31532 	-8.20038   	0.442627   
  2.31544 	-8.18928   	0.442378   
  2.31556 	-8.17822   	0.442127   
  2.31568 	-8.16719   	0.441875   
  2.3158  	-8.15618   	0.441622   
  2.31592 	-8.14521   	0.441367   
  2.31604 	-8.13426   	0.441111   
  2.31616 	-8.12334   	0.440853   
  2.31628 	-8.11246   	0.440594   
  2.3164  	-8.1016    	0.440334   
  2.31652 	-8.09077   	0.440072   
  2.31664 	-8.07996   	0.439809   
  2.31676 	-8.06919   	0.439544   
  2.31688 	-8.05845   	0.439278   
  2.317   	-8.04773   	0.439011   
  2.31712 	-8.03704   	0.438742   
  2.31724 	-8.02638   	0.438473   
  2.31736 	-8.01575   	0.438202   
  2.31748 	-8.00514   	0.437929   
  2.3176  	-7.99457   	0.437656   
  2.31772 	-7.98402   	0.437381   
  2.31784 	-7.97349   	0.437104   
  2.31796 	-7.963     	0.436827   
  2.31808 	-7.95253   	0.436549   
  2.3182  	-7.94209   	0.436269   
  2.31832 	-7.93168   	0.435988   
  2.31844 	-7.92129   	0.435706   
  2.31856 	-7.91093   	0.435423   
  2.31868 	-7.9006    	0.435138   
  2.3188  	-7.89029   	0.434853   
  2.31892 	-7.88001   	0.434566   
  2.31904 	-7.86976   	0.434278   
  2.31916 	-7.85953   	0.433989   
  2.31928 	-7.84933   	0.433699   
  2.3194  	-7.83915   	0.433408   
  2.31952 	-7.829     	0.433116   
  2.31964 	-7.81888   	0.432823   
  2.31976 	-7.80878   	0.432529   
  2.31988 	-7.79871   	0.432233   
  2.32    	-7.78866   	0.431937   
  2.32012 	-7.77864   	0.43164    
  2.32024 	-7.76864   	0.431342   
  2.32036 	-7.75867   	0.431042   
  2.32048 	-7.74873   	0.430742   
  2.3206  	-7.73881   	0.430441   
  2.32072 	-7.72891   	0.430139   
  2.32084 	-7.71904   	0.429836   
  2.32096 	-7.70919   	0.429532   
  2.32108 	-7.69937   	0.429227   
  2.3212  	-7.68958   	0.428921   
  2.32132 	-7.6798    	0.428614   
  2.32144 	-7.67005   	0.428306   
  2.32156 	-7.66033   	0.427998   
  2.32168 	-7.65063   	0.427688   
  2.3218  	-7.64096   	0.427378   
  2.32192 	-7.6313    	0.427067   
  2.32204 	-7.62168   	0.426755   
  2.32216 	-7.61207   	0.426442   
  2.32228 	-7.60249   	0.426128   
  2.3224  	-7.59293   	0.425814   
  2.32252 	-7.5834    	0.425499   
  2.32264 	-7.57389   	0.425182   
  2.32276 	-7.5644    	0.424866   
  2.32288 	-7.55494   	0.424548   
  2.323   	-7.5455    	0.424229   
  2.32312 	-7.53608   	0.42391    
  2.32324 	-7.52669   	0.42359    
  2.32336 	-7.51732   	0.42327    
  2.32348 	-7.50797   	0.422948   
  2.3236  	-7.49864   	0.422626   
  2.32372 	-7.48934   	0.422303   
  2.32384 	-7.48006   	0.42198    
  2.32396 	-7.4708    	0.421655   
  2.32408 	-7.46157   	0.42133    
  2.3242  	-7.45235   	0.421005   
  2.32432 	-7.44316   	0.420678   
  2.32444 	-7.43399   	0.420352   
  2.32456 	-7.42484   	0.420024   
  2.32468 	-7.41572   	0.419696   
  2.3248  	-7.40662   	0.419367   
  2.32492 	-7.39753   	0.419037   
  2.32504 	-7.38847   	0.418707   
  2.32516 	-7.37944   	0.418376   
  2.32528 	-7.37042   	0.418045   
  2.3254  	-7.36142   	0.417713   
  2.32552 	-7.35245   	0.41738    
  2.32564 	-7.3435    	0.417047   
  2.32576 	-7.33457   	0.416713   
  2.32588 	-7.32566   	0.416379   
  2.326   	-7.31677   	0.416044   
  2.32612 	-7.3079    	0.415709   
  2.32624 	-7.29905   	0.415373   
  2.32636 	-7.29022   	0.415036   
  2.32648 	-7.28142   	0.414699   
  2.3266  	-7.27263   	0.414362   
  2.32672 	-7.26387   	0.414023   
  2.32684 	-7.25513   	0.413685   
  2.32696 	-7.2464    	0.413346   
  2.32708 	-7.2377    	0.413006   
  2.3272  	-7.22902   	0.412666   
  2.32732 	-7.22035   	0.412325   
  2.32744 	-7.21171   	0.411984   
  2.32756 	-7.20309   	0.411643   
  2.32768 	-7.19449   	0.411301   
  2.3278  	-7.1859    	0.410958   
  2.32792 	-7.17734   	0.410616   
  2.32804 	-7.1688    	0.410272   
  2.32816 	-7.16028   	0.409929   
  2.32828 	-7.15177   	0.409584   
  2.3284  	-7.14329   	0.40924    
  2.32852 	-7.13483   	0.408895   
  2.32864 	-7.12638   	0.408549   
  2.32876 	-7.11796   	0.408204   
  2.32888 	-7.10955   	0.407857   
  2.329   	-7.10116   	0.407511   
  2.32912 	-7.0928    	0.407164   
  2.32924 	-7.08445   	0.406816   
  2.32936 	-7.07612   	0.406469   
  2.32948 	-7.06781   	0.40612    
  2.3296  	-7.05952   	0.405772   
  2.32972 	-7.05124   	0.405423   
  2.32984 	-7.04299   	0.405074   
  2.32996 	-7.03475   	0.404725   
  2.33008 	-7.02654   	0.404375   
  2.3302  	-7.01834   	0.404025   
  2.33032 	-7.01016   	0.403674   
  2.33044 	-7.002     	0.403323   
  2.33056 	-6.99385   	0.402972   
  2.33068 	-6.98573   	0.402621   
  2.3308  	-6.97762   	0.402269   
  2.33092 	-6.96953   	0.401917   
  2.33104 	-6.96146   	0.401565   
  2.33116 	-6.95341   	0.401212   
  2.33128 	-6.94538   	0.400859   
  2.3314  	-6.93736   	0.400506   
  2.33152 	-6.92936   	0.400153   
  2.33164 	-6.92138   	0.399799   
  2.33176 	-6.91342   	0.399445   
  2.33188 	-6.90548   	0.399091   
  2.332   	-6.89755   	0.398737   
  2.33212 	-6.88964   	0.398382   
  2.33224 	-6.88175   	0.398027   
  2.33236 	-6.87387   	0.397672   
  2.33248 	-6.86601   	0.397317   
  2.3326  	-6.85817   	0.396961   
  2.33272 	-6.85035   	0.396605   
  2.33284 	-6.84254   	0.396249   
  2.33296 	-6.83476   	0.395893   
  2.33308 	-6.82698   	0.395537   
  2.3332  	-6.81923   	0.39518    
  2.33332 	-6.81149   	0.394823   
  2.33344 	-6.80377   	0.394466   
  2.33356 	-6.79607   	0.394109   
  2.33368 	-6.78838   	0.393752   
  2.3338  	-6.78071   	0.393394   
  2.33392 	-6.77305   	0.393037   
  2.33404 	-6.76542   	0.392679   
  2.33416 	-6.7578    	0.392321   
  2.33428 	-6.75019   	0.391963   
  2.3344  	-6.7426    	0.391604   
  2.33452 	-6.73503   	0.391246   
  2.33464 	-6.72748   	0.390887   
  2.33476 	-6.71994   	0.390529   
  2.33488 	-6.71242   	0.39017    
  2.335   	-6.70491   	0.389811   
  2.33512 	-6.69742   	0.389452   
  2.33524 	-6.68995   	0.389092   
  2.33536 	-6.68249   	0.388733   
  2.33548 	-6.67505   	0.388374   
  2.3356  	-6.66762   	0.388014   
  2.33572 	-6.66021   	0.387654   
  2.33584 	-6.65282   	0.387295   
  2.33596 	-6.64544   	0.386935   
  2.33608 	-6.63807   	0.386575   
  2.3362  	-6.63073   	0.386215   
  2.33632 	-6.62339   	0.385855   
  2.33644 	-6.61608   	0.385494   
  2.33656 	-6.60878   	0.385134   
  2.33668 	-6.60149   	0.384774   
  2.3368  	-6.59422   	0.384413   
  2.33692 	-6.58697   	0.384053   
  2.33704 	-6.57973   	0.383692   
  2.33716 	-6.5725    	0.383332   
  2.33728 	-6.56529   	0.382971   
  2.3374  	-6.5581    	0.38261    
  2.33752 	-6.55092   	0.38225    
  2.33764 	-6.54376   	0.381889   
  2.33776 	-6.53661   	0.381528   
  2.33788 	-6.52947   	0.381167   
  2.338   	-6.52235   	0.380806   
  2.33812 	-6.51525   	0.380445   
  2.33824 	-6.50816   	0.380084   
  2.33836 	-6.50109   	0.379723   
  2.33848 	-6.49403   	0.379362   
  2.3386  	-6.48698   	0.379001   
  2.33872 	-6.47995   	0.37864    
  2.33884 	-6.47293   	0.378279   
  2.33896 	-6.46593   	0.377918   
  2.33908 	-6.45895   	0.377557   
  2.3392  	-6.45197   	0.377196   
  2.33932 	-6.44501   	0.376835   
  2.33944 	-6.43807   	0.376474   
  2.33956 	-6.43114   	0.376113   
  2.33968 	-6.42422   	0.375752   
  2.3398  	-6.41732   	0.375391   
  2.33992 	-6.41044   	0.37503    
  2.34004 	-6.40356   	0.37467    
  2.34016 	-6.3967    	0.374309   
  2.34028 	-6.38986   	0.373948   
  2.3404  	-6.38303   	0.373587   
  2.34052 	-6.37621   	0.373226   
  2.34064 	-6.36941   	0.372865   
  2.34076 	-6.36262   	0.372505   
  2.34088 	-6.35584   	0.372144   
  2.341   	-6.34908   	0.371783   
  2.34112 	-6.34233   	0.371423   
  2.34124 	-6.3356    	0.371062   
  2.34136 	-6.32887   	0.370702   
  2.34148 	-6.32217   	0.370342   
  2.3416  	-6.31547   	0.369981   
  2.34172 	-6.30879   	0.369621   
  2.34184 	-6.30213   	0.369261   
  2.34196 	-6.29547   	0.368901   
  2.34208 	-6.28883   	0.368541   
  2.3422  	-6.2822    	0.368181   
  2.34232 	-6.27559   	0.367821   
  2.34244 	-6.26899   	0.367461   
  2.34256 	-6.2624    	0.367101   
  2.34268 	-6.25583   	0.366742   
  2.3428  	-6.24927   	0.366382   
  2.34292 	-6.24272   	0.366023   
  2.34304 	-6.23619   	0.365663   
  2.34316 	-6.22966   	0.365304   
  2.34328 	-6.22315   	0.364945   
  2.3434  	-6.21666   	0.364586   
  2.34352 	-6.21017   	0.364227   
  2.34364 	-6.2037    	0.363868   
  2.34376 	-6.19725   	0.363509   
  2.34388 	-6.1908    	0.36315    
  2.344   	-6.18437   	0.362792   
  2.34412 	-6.17795   	0.362433   
  2.34424 	-6.17154   	0.362075   
  2.34436 	-6.16515   	0.361717   
  2.34448 	-6.15877   	0.361359   
  2.3446  	-6.1524    	0.361001   
  2.34472 	-6.14604   	0.360643   
  2.34484 	-6.1397    	0.360285   
  2.34496 	-6.13337   	0.359928   
  2.34508 	-6.12705   	0.35957    
  2.3452  	-6.12074   	0.359213   
  2.34532 	-6.11444   	0.358856   
  2.34544 	-6.10816   	0.358499   
  2.34556 	-6.10189   	0.358142   
  2.34568 	-6.09563   	0.357785   
  2.3458  	-6.08939   	0.357429   
  2.34592 	-6.08315   	0.357072   
  2.34604 	-6.07693   	0.356716   
  2.34616 	-6.07072   	0.35636    
  2.34628 	-6.06452   	0.356004   
  2.3464  	-6.05834   	0.355648   
  2.34652 	-6.05216   	0.355293   
  2.34664 	-6.046     	0.354937   
  2.34676 	-6.03985   	0.354582   
  2.34688 	-6.03371   	0.354227   
  2.347   	-6.02759   	0.353872   
  2.34712 	-6.02147   	0.353517   
  2.34724 	-6.01537   	0.353162   
  2.34736 	-6.00928   	0.352807   
  2.34748 	-6.0032    	0.352453   
  2.3476  	-5.99713   	0.352099   
  2.34772 	-5.99107   	0.351745   
  2.34784 	-5.98503   	0.351391   
  2.34796 	-5.97899   	0.351038   
  2.34808 	-5.97297   	0.350684   
  2.3482  	-5.96696   	0.350331   
  2.34832 	-5.96096   	0.349978   
  2.34844 	-5.95497   	0.349625   
  2.34856 	-5.949     	0.349272   
  2.34868 	-5.94303   	0.34892    
  2.3488  	-5.93708   	0.348567   
  2.34892 	-5.93113   	0.348215   
  2.34904 	-5.9252    	0.347863   
  2.34916 	-5.91928   	0.347512   
  2.34928 	-5.91337   	0.34716    
  2.3494  	-5.90747   	0.346809   
  2.34952 	-5.90159   	0.346458   
  2.34964 	-5.89571   	0.346107   
  2.34976 	-5.88985   	0.345756   
  2.34988 	-5.88399   	0.345405   
  2.35    	-5.87815   	0.345055   
  2.35012 	-5.87232   	0.344705   
  2.35024 	-5.8665    	0.344355   
  2.35036 	-5.86069   	0.344006   
  2.35048 	-5.85489   	0.343656   
  2.3506  	-5.8491    	0.343307   
  2.35072 	-5.84332   	0.342958   
  2.35084 	-5.83755   	0.342609   
  2.35096 	-5.8318    	0.34226    
  2.35108 	-5.82605   	0.341912   
  2.3512  	-5.82031   	0.341564   
  2.35132 	-5.81459   	0.341216   
  2.35144 	-5.80888   	0.340868   
  2.35156 	-5.80317   	0.340521   
  2.35168 	-5.79748   	0.340173   
  2.3518  	-5.7918    	0.339826   
  2.35192 	-5.78612   	0.33948    
  2.35204 	-5.78046   	0.339133   
  2.35216 	-5.77481   	0.338787   
  2.35228 	-5.76917   	0.338441   
  2.3524  	-5.76354   	0.338095   
  2.35252 	-5.75792   	0.337749   
  2.35264 	-5.75231   	0.337404   
  2.35276 	-5.74671   	0.337059   
  2.35288 	-5.74112   	0.336714   
  2.353   	-5.73554   	0.336369   
  2.35312 	-5.72997   	0.336025   
  2.35324 	-5.72441   	0.33568    
  2.35336 	-5.71886   	0.335336   
  2.35348 	-5.71333   	0.334993   
  2.3536  	-5.7078    	0.334649   
  2.35372 	-5.70228   	0.334306   
  2.35384 	-5.69677   	0.333963   
  2.35396 	-5.69127   	0.33362    
  2.35408 	-5.68578   	0.333278   
  2.3542  	-5.6803    	0.332936   
